Mid-year population estimates: Scotland by single year of age and sex: 1981 to 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persons (continued),,,
Persons,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,
2010,"2,548,218","30,092","30,358","30,271","29,213","28,414","28,514","28,018","26,873","26,787","27,625","28,805","29,831","30,343","31,532","31,555","31,679","32,430","32,607","35,067","36,421","35,285","35,091","35,876","34,807","34,840","34,278","33,076","33,499","33,662","33,993","33,317","32,412","29,708","29,305","30,930","30,814","31,772","33,690","35,481","36,849","36,570","38,056","38,787","39,777","39,212","40,732","39,949","40,084","39,720","38,576","37,474","37,091","36,160","35,456","34,539","32,951","32,788","32,184","31,005","31,485","31,856","32,695","33,610","36,317","27,794","25,915","26,588","25,156","23,024","21,194","21,646","21,160","20,553","19,100","18,375","17,399","16,054","14,900","14,350","13,274","11,684","10,750","9,237","8,483","7,501","6,455","5,558","4,383","3,977","3,439","8,075",
2011,"2,570,300","30,877","29,388","30,189","30,173","29,119","28,397","28,517","28,033","26,840","26,806","27,743","28,919","29,930","30,490","31,684","31,767","31,917","32,818","33,467","36,402","37,785","36,354","36,117","36,710","35,129","35,166","34,410","33,302","33,649","33,865","34,091","33,372","32,617","29,904","29,660","31,290","31,209","32,165","34,009","35,796","37,075","36,731","38,207","38,979","39,881","39,324","40,854","40,034","40,211","39,785","38,604","37,508","37,006","36,150","35,429","34,422","32,817","32,635","32,019","30,867","31,303","31,584","32,416","33,316","36,009","27,452","25,535","26,152","24,717","22,559","20,669","21,051","20,558","19,950","18,436","17,632","16,697","15,340","14,169","13,550","12,446","10,829","9,906","8,414","7,587","6,686","5,694","4,839","3,771","3,367","9,052",
2012,"2,577,290","30,103","30,991","29,443","30,234","30,216","29,189","28,467","28,544","28,038","26,898","26,815","27,816","28,938","29,948","30,551","31,679","31,797","32,017","32,994","34,575","37,245","38,030","36,577","36,364","36,530","34,901","34,986","34,366","33,142","33,494","33,803","33,998","33,238","32,513","29,756","29,606","31,257","31,202","32,118","33,964","35,688","36,931","36,619","38,110","38,848","39,722","39,084","40,753","39,901","40,079","39,564","38,537","37,355","36,861","35,929","35,194","34,177","32,639","32,427","31,772","30,633","30,967","31,267","31,999","32,921","35,533","27,036","25,057","25,605","24,119","21,992","20,137","20,414","19,861","19,225","17,677","16,894","15,898","14,556","13,382","12,704","11,587","9,980","9,045","7,598","6,730","5,891","4,939","4,068","3,198","9,844",
2013,"2,586,680","29,130","30,142","31,061","29,557","30,309","30,269","29,219","28,511","28,573","28,059","26,983","26,851","27,870","28,963","29,965","30,589","31,729","31,885","32,249","34,226","35,337","37,629","38,353","36,745","36,372","36,485","34,909","34,994","34,409","33,164","33,506","33,834","33,993","33,254","32,423","29,739","29,749","31,303","31,290","32,161","34,002","35,703","36,932","36,650","38,057","38,813","39,642","39,065","40,697","39,830","39,961","39,487","38,383","37,310","36,720","35,735","35,055","34,006","32,454","32,115","31,503","30,354","30,664","30,912","31,574","32,495","34,939","26,516","24,538","25,112","23,567","21,384","19,514","19,729","19,198","18,461","16,900","16,114","15,043","13,712","12,504","11,799","10,676","9,154","8,123","6,752","5,937","5,109","4,223","3,452","10,316",
2014,"2,596,530","28,862","29,292","30,318","31,185","29,681","30,397","30,374","29,300","28,594","28,662","28,153","27,035","26,903","27,936","29,012","30,042","30,679","31,736","32,115","33,488","34,996","35,616","37,808","38,367","36,690","36,369","36,406","34,959","34,888","34,315","33,218","33,580","33,826","33,971","33,294","32,458","29,810","29,823","31,318","31,364","32,132","33,970","35,727","36,879","36,572","38,024","38,746","39,531","38,954","40,603","39,739","39,886","39,347","38,250","37,197","36,582","35,589","34,900","33,780","32,194","31,891","31,253","30,085","30,291","30,593","31,180","31,997","34,401","26,034","24,026","24,562","22,965","20,726","18,881","19,053","18,502","17,749","16,143","15,329","14,239","12,867","11,713","10,949","9,748","8,345","7,275","6,019","5,217","4,444","3,624","10,987",
2015,"2,610,469","28,765","29,135","29,527","30,503","31,354","29,801","30,513","30,453","29,438","28,689","28,779","28,216","27,119","26,995","28,050","29,133","30,163","30,796","32,041","33,634","34,514","35,638","36,142","38,305","38,562","37,083","36,676","36,683","35,205","35,146","34,548","33,488","33,813","34,009","34,142","33,487","32,708","29,894","29,942","31,434","31,390","32,144","33,994","35,763","36,869","36,546","37,963","38,692","39,457","38,907","40,490","39,635","39,711","39,209","38,177","37,015","36,388","35,448","34,653","33,567","31,963","31,625","30,952","29,767","29,940","30,116","30,668","31,496","33,786","25,421","23,449","23,965","22,259","20,048","18,201","18,333","17,682","16,944","15,270","14,474","13,378","11,995","10,877","10,003","8,767","7,412","6,435","5,175","4,389","3,715","11,423",
2016,"2,627,503","28,697","29,017","29,377","29,728","30,708","31,533","29,946","30,653","30,586","29,574","28,838","28,885","28,344","27,231","27,083","28,196","29,300","30,279","31,162","33,677","34,653","35,175","36,261","36,791","38,808","39,073","37,445","37,102","36,957","35,572","35,467","34,774","33,786","34,032","34,246","34,347","33,701","32,926","30,125","30,169","31,504","31,398","32,214","34,054","35,759","36,884","36,481","37,985","38,668","39,404","38,795","40,421","39,547","39,588","39,078","38,031","36,862","36,217","35,210","34,417","33,311","31,726","31,363","30,581","29,425","29,569","29,668","30,193","30,916","33,121","24,797","22,863","23,308","21,528","19,373","17,496","17,603","16,869","16,115","14,432","13,546","12,469","11,120","9,975","9,091","7,894","6,573","5,635","4,454","3,731","12,017",
2017,"2,640,300","27,648","28,916","29,157","29,493","29,902","30,863","31,675","30,043","30,813","30,730","29,718","28,949","29,005","28,442","27,366","27,172","28,297","29,416","30,691","32,698","34,758","35,231","35,570","36,594","36,984","39,025","39,299","37,701","37,307","37,044","35,749","35,727","34,926","33,871","34,217","34,416","34,511","33,876","33,130","30,293","30,245","31,468","31,408","32,277","34,075","35,749","36,792","36,424","37,924","38,571","39,371","38,735","40,329","39,441","39,502","38,909","37,885","36,734","36,030","35,049","34,178","33,057","31,417","31,041","30,245","29,076","29,098","29,224","29,691","30,284","32,423","24,213","22,279","22,640","20,798","18,661","16,759","16,871","16,072","15,248","13,590","12,630","11,576","10,156","9,082","8,167","6,962","5,727","4,867","3,739","12,388",
2018,"2,648,751","26,832","27,811","29,032","29,296","29,608","30,015","31,003","31,760","30,122","30,946","30,815","29,788","29,050","29,105","28,508","27,445","27,290","28,431","29,913","32,326","33,736","35,241","35,695","35,912","36,703","36,944","39,075","39,374","37,825","37,314","37,276","35,819","35,819","35,044","33,983","34,304","34,613","34,557","34,016","33,259","30,305","30,240","31,456","31,362","32,212","34,047","35,633","36,742","36,320","37,819","38,490","39,277","38,616","40,178","39,308","39,354","38,748","37,685","36,500","35,765","34,827","33,894","32,738","31,050","30,734","29,878","28,670","28,628","28,748","29,090","29,649","31,649","23,530","21,656","21,871","20,050","17,826","15,984","16,027","15,154","14,285","12,610","11,644","10,622","9,163","8,139","7,240","6,118","4,905","4,090","12,620",
2019,"2,663,003","26,138","27,059","28,045","29,267","29,473","29,750","30,203","31,168","31,913","30,263","31,119","30,969","29,924","29,231","29,244","28,678","27,624","27,457","28,903","31,510","33,412","34,303","35,814","36,286","36,251","36,890","37,228","39,349","39,702","37,976","37,656","37,555","36,029","36,090","35,305","34,205","34,472","34,755","34,853","34,339","33,353","30,309","30,279","31,511","31,338","32,217","34,006","35,622","36,697","36,270","37,782","38,446","39,141","38,547","40,024","39,184","39,315","38,548","37,472","36,256","35,533","34,534","33,646","32,428","30,711","30,358","29,455","28,260","28,175","28,212","28,497","29,071","30,844","22,913","21,014","21,118","19,268","17,046","15,232","15,222","14,311","13,403","11,771","10,682","9,681","8,261","7,296","6,384","5,356","4,185","13,411",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Females (continued),,,
Females,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,
1981,"2,685,340","33,266","32,581","30,995","29,205","28,643","31,299","32,077","32,738","35,159","38,287","40,381","40,762","42,130","43,476","43,879","43,894","46,361","45,919","44,822","44,173","43,551","42,042","41,338","39,828","38,152","36,938","35,674","35,386","34,628","33,546","34,373","34,566","35,848","37,513","40,860","31,690","30,464","31,699","31,623","30,073","28,733","30,091","30,063","30,039","30,199","29,952","29,638","29,182","29,375","30,708","30,663","30,963","30,613","30,046","30,446","31,183","30,244","30,754","30,260","31,972","33,018","34,812","25,021","23,992","25,461","27,038","29,028","28,901","27,871","27,091","26,582","26,267","25,504","24,442","22,638","22,099","20,717","19,414","17,730","16,297","15,094","13,650","11,349","10,014","8,759","7,686","6,187","5,156","4,329","3,371","10,859",
1982,"2,677,205","32,590","33,052","32,426","30,878","29,106","28,565","31,176","32,018","32,632","35,105","38,180","40,300","40,715","42,078","43,396","43,817","43,772","46,126","45,692","44,627","43,842","43,035","41,667","40,636","39,247","37,766","36,680","35,398","35,215","34,407","33,425","34,272","34,401","35,699","37,397","40,710","31,540","30,398","31,658","31,527","29,926","28,632","29,939","29,951","29,926","30,089","29,818","29,525","29,085","29,259","30,532","30,499","30,766","30,400","29,838","30,230","30,915","30,018","30,426","29,959","31,627","32,581","34,313","24,612","23,580","24,976","26,500","28,375","28,185","27,094","26,247","25,740","25,326","24,459","23,411","21,600","20,950","19,513","18,162","16,512","15,013","13,797","12,380","10,144","8,905","7,687","6,649","5,221","4,256","3,509","10,977",
1983,"2,669,045","31,699","32,325","32,902","32,279","30,845","29,069","28,512","31,186","31,934","32,545","35,073","38,094","40,311","40,639","42,010","43,334","43,702","43,587","45,839","45,305","44,419","43,420","42,568","40,998","40,095","38,879","37,419","36,479","35,044","34,990","34,156","33,264","34,102","34,224","35,595","37,231","40,577","31,396","30,311","31,608","31,413","29,798","28,523","29,836","29,878","29,832","29,940","29,651","29,395","28,941","29,095","30,355","30,339","30,552","30,180","29,637","29,958","30,630","29,763","30,088","29,634","31,235","32,152","33,807","24,163","23,106","24,461","25,926","27,682","27,436","26,316","25,418","24,846","24,334","23,425","22,348","20,465","19,762","18,325","16,990","15,328","13,781","12,556","11,217","9,029","7,859","6,670","5,711","4,385","3,480","11,429",
1984,"2,664,257","31,049","31,619","32,197","32,825","32,164","30,814","29,059","28,501","31,080","31,916","32,486","35,030","38,008","40,230","40,588","41,966","43,293","43,554","43,318","45,623","45,244","44,227","43,014","42,150","40,610","39,873","38,699","37,303","36,383","35,059","34,797","34,108","33,125","33,967","34,127","35,597","37,115","40,501","31,298","30,231","31,532","31,285","29,678","28,425","29,732","29,800","29,751","29,810","29,553","29,287","28,810","28,951","30,162","30,180","30,367","29,982","29,395","29,716","30,368","29,468","29,716","29,298","30,825","31,655","33,308","23,729","22,639","23,945","25,364","27,006","26,667","25,522","24,543","23,934","23,389","22,418","21,300","19,363","18,641","17,124","15,780","14,209","12,614","11,417","10,087","7,956","6,881","5,739","4,871","3,610","11,707",
1985,"2,658,376","32,064","30,811","31,362","31,987","32,623","32,063","30,727","29,000","28,372","31,042","31,865","32,454","34,966","37,962","40,168","40,554","41,863","43,087","43,184","42,917","45,397","44,800","43,642","42,266","41,711","40,265","39,617","38,465","37,217","36,218","34,931","34,718","34,009","33,028","33,938","34,082","35,548","37,082","40,462","31,245","30,188","31,434","31,201","29,589","28,361","29,579","29,728","29,696","29,673","29,456","29,165","28,678","28,818","29,979","30,031","30,171","29,756","29,154","29,465","30,064","29,180","29,358","28,926","30,400","31,105","32,783","23,230","22,147","23,393","24,727","26,233","25,833","24,683","23,630","22,958","22,373","21,356","20,196","18,284","17,510","15,929","14,561","13,022","11,437","10,289","8,995","6,967","5,989","4,898","4,078","12,008",
1986,"2,649,449","32,301","31,946","30,665","31,178","31,930","32,504","32,001","30,669","28,907","28,306","30,946","31,749","32,390","34,843","37,875","40,091","40,479","41,672","42,812","42,873","42,835","45,012","44,195","42,875","41,614","41,292","39,939","39,389","38,294","37,004","35,973","34,748","34,540","33,817","32,856","33,774","33,924","35,445","36,942","40,317","31,148","30,062","31,308","31,129","29,458","28,246","29,470","29,623","29,558","29,516","29,311","29,009","28,522","28,638","29,775","29,860","29,958","29,484","28,896","29,125","29,728","28,841","28,945","28,530","29,963","30,548","32,153","22,674","21,631","22,771","23,994","25,381","24,919","23,732","22,628","21,890","21,248","20,201","18,991","17,072","16,286","14,651","13,301","11,777","10,244","9,134","7,901","5,943","5,040","4,047","12,267",
1987,"2,643,617","31,984","32,196","31,753","30,452","31,078","31,798","32,342","31,921","30,593","28,860","28,270","30,915","31,658","32,324","34,744","37,766","40,035","40,316","41,545","42,652","42,747","42,511","44,341","43,400","42,173","41,100","40,888","39,652","39,072","38,073","36,819","35,846","34,614","34,361","33,681","32,733","33,638","33,806","35,325","36,810","40,242","31,055","29,995","31,170","31,046","29,411","28,130","29,384","29,503","29,444","29,394","29,173","28,868","28,354","28,476","29,572","29,686","29,725","29,246","28,658","28,867","29,433","28,517","28,524","28,108","29,493","30,019","31,542","22,130","21,110","22,135","23,290","24,544","24,049","22,836","21,672","20,895","20,178","19,075","17,862","15,933","15,140","13,517","12,158","10,681","9,172","8,123","6,962","5,061","4,225","13,042",
1988,"2,633,121","32,099","31,686","31,955","31,457","30,253","30,918","31,633","32,200","31,778","30,470","28,816","28,240","30,825","31,579","32,210","34,661","37,606","39,793","39,985","41,170","42,415","42,217","41,700","43,192","42,500","41,384","40,409","40,401","39,259","38,686","37,744","36,542","35,621","34,438","34,182","33,532","32,629","33,483","33,709","35,166","36,659","40,064","30,885","29,867","31,049","30,889","29,290","28,025","29,243","29,394","29,309","29,248","29,030","28,744","28,220","28,268","29,416","29,485","29,459","28,985","28,388","28,569","29,083","28,174","28,123","27,663","29,004","29,370","30,854","21,563","20,572","21,502","22,598","23,654","23,120","21,870","20,647","19,894","19,075","17,942","16,670","14,779","13,962","12,318","10,950","9,543","8,101","7,165","5,986","4,269","13,641",
1989,"2,635,025","31,303","32,068","31,801","32,001","31,504","30,251","30,992","31,756","32,308","31,862","30,554","28,936","28,289","30,853","31,605","32,257","34,646","37,500","39,572","39,780","40,957","42,133","41,667","40,922","42,434","42,089","41,182","40,424","40,466","39,216","38,693","37,801","36,753","35,663","34,463","34,266","33,589","32,720","33,521","33,756","35,222","36,689","40,110","30,924","29,862","31,061","30,859","29,284","28,011","29,206","29,354","29,253","29,215","28,953","28,702","28,175","28,139","29,309","29,316","29,317","28,809","28,207","28,344","28,749","27,888","27,737","27,285","28,506","28,848","30,140","21,055","20,058","20,877","21,896","22,791","22,223","20,926","19,580","18,835","17,995","16,754","15,442","13,590","12,722","11,143","9,864","8,498","7,148","6,253","5,115","14,233",
1990,"2,637,405","31,080","31,284","32,135","31,868","32,075","31,598","30,337","31,073","31,822","32,415","32,013","30,636","29,026","28,353","30,892","31,645","32,253","34,531","37,268","39,760","40,031","40,946","41,871","41,276","40,757","42,421","42,209","41,297","40,602","40,665","39,473","38,823","37,987","36,944","35,824","34,626","34,326","33,693","32,776","33,579","33,817","35,247","36,751","40,081","30,929","29,836","31,012","30,818","29,233","27,969","29,167","29,302","29,204","29,121","28,827","28,576","28,021","27,942","29,092","29,088","29,081","28,558","27,891","28,045","28,350","27,468","27,233","26,833","27,896","28,196","29,332","20,499","19,453","20,106","21,092","21,833","21,116","19,863","18,457","17,698","16,745","15,489","14,065","12,313","11,426","9,842","8,705","7,365","6,066","5,285","14,881",
1991,"2,638,815","32,083","31,006","31,236","32,103","31,868","32,089","31,575","30,314","31,036","31,800","32,468","32,027","30,661","29,051","28,345","30,898","31,619","32,141","34,081","37,231","39,892","39,902","40,721","41,551","41,089","40,733","42,409","42,233","41,452","40,643","40,778","39,612","38,890","38,057","36,986","35,816","34,617","34,374","33,675","32,763","33,555","33,814","35,237","36,753","40,033","30,904","29,797","30,988","30,778","29,149","27,857","29,060","29,208","29,093","28,958","28,685","28,429","27,874","27,730","28,849","28,840","28,802","28,240","27,540","27,644","27,917","27,036","26,712","26,264","27,234","27,502","28,560","19,818","18,777","19,354","20,323","20,869","20,101","18,783","17,347","16,543","15,569","14,294","12,809","11,076","10,222","8,756","7,623","6,376","5,178","16,130",
1992,"2,640,348","32,611","32,040","30,948","31,155","32,049","31,823","32,060","31,616","30,335","30,988","31,683","32,457","32,040","30,640","29,002","28,328","30,769","31,510","31,797","34,925","37,701","39,815","39,518","40,239","41,009","40,916","40,573","42,278","42,185","41,465","40,567","40,706","39,607","38,895","38,132","36,993","35,875","34,666","34,339","33,694","32,772","33,559","33,823","35,244","36,732","39,958","30,881","29,769","30,974","30,709","29,119","27,793","28,984","29,133","28,993","28,859","28,531","28,295","27,723","27,547","28,656","28,573","28,471","27,888","27,175","27,195","27,461","26,504","26,179","25,654","26,516","26,713","27,666","19,159","18,081","18,517","19,463","19,857","19,022","17,697","16,260","15,391","14,443","13,101","11,603","9,949","9,034","7,703","6,635","5,460","16,975",
1993,"2,644,041","31,396","32,557","32,076","31,004","31,103","32,077","31,845","32,062","31,720","30,393","30,956","31,636","32,511","32,056","30,644","28,998","28,274","30,681","31,349","32,951","35,479","37,910","39,655","39,116","39,961","40,832","40,893","40,700","42,314","42,229","41,562","40,673","40,763","39,678","39,038","38,242","37,007","35,917","34,736","34,403","33,729","32,777","33,612","33,857","35,173","36,718","39,935","30,835","29,768","30,952","30,688","29,093","27,762","28,902","29,043","28,894","28,693","28,451","28,162","27,561","27,314","28,422","28,254","28,136","27,515","26,775","26,702","26,967","25,964","25,646","24,984","25,795","25,943","26,749","18,473","17,321","17,672","18,490","18,765","17,954","16,524","15,091","14,162","13,213","11,937","10,471","8,774","7,891","6,684","5,669","17,782",
1994,"2,648,868","30,702","31,378","32,519","32,101","31,091","31,150","32,116","31,914","32,121","31,879","30,495","30,928","31,601","32,451","32,082","30,638","28,999","28,277","30,667","32,655","33,674","35,707","37,868","39,268","38,855","39,929","40,847","41,073","40,912","42,401","42,361","41,747","40,819","40,878","39,774","39,122","38,371","37,104","36,014","34,824","34,496","33,747","32,763","33,623","33,919","35,173","36,682","39,944","30,806","29,799","30,934","30,684","29,025","27,666","28,808","28,947","28,749","28,544","28,315","27,991","27,375","27,151","28,164","27,944","27,791","27,148","26,312","26,191","26,402","25,400","24,986","24,271","25,017","25,147","25,785","17,765","16,538","16,795","17,517","17,644","16,798","15,295","13,981","12,957","11,980","10,796","9,299","7,633","6,786","5,713","18,360",
1995,"2,650,337","29,426","30,575","31,323","32,419","32,070","31,060","31,155","32,060","31,908","32,117","31,972","30,508","30,868","31,524","32,402","32,081","30,610","28,873","28,292","32,138","33,343","33,764","35,523","37,414","38,935","38,649","39,827","40,828","41,084","40,982","42,342","42,423","41,880","40,847","40,872","39,737","39,199","38,382","37,182","36,050","34,801","34,494","33,758","32,757","33,627","33,912","35,112","36,588","39,877","30,786","29,735","30,858","30,607","28,930","27,607","28,704","28,811","28,572","28,388","28,176","27,829","27,163","26,911","27,880","27,628","27,361","26,751","25,802","25,649","25,825","24,803","24,328","23,515","24,235","24,283","24,777","17,035","15,741","15,934","16,527","16,630","15,686","14,196","12,883","11,750","10,842","9,692","8,224","6,689","5,877","19,147",
1996,"2,645,170","28,495","29,250","30,389","31,181","32,257","32,046","30,963","31,045","31,950","31,862","32,067","31,976","30,467","30,756","31,394","32,318","32,000","30,527","28,762","29,533","32,542","33,278","33,462","34,857","36,848","38,611","38,265","39,525","40,694","41,053","40,857","42,220","42,377","41,850","40,809","40,763","39,590","39,097","38,351","37,192","36,029","34,745","34,480","33,690","32,709","33,557","33,859","35,056","36,498","39,737","30,715","29,670","30,767","30,505","28,759","27,541","28,579","28,649","28,382","28,176","27,966","27,619","26,933","26,640","27,567","27,225","26,931","26,278","25,217","25,101","25,227","24,080","23,714","22,791","23,390","23,332","23,762","16,275","14,896","15,009","15,507","15,487","14,528","13,022","11,690","10,573","9,660","8,576","7,136","5,725","19,731",
1997,"2,641,018","28,992","28,431","29,097","30,282","31,005","32,115","31,941","30,952","30,962","31,898","31,833","32,021","31,988","30,406","30,643","31,265","32,181","31,930","30,346","30,077","29,947","32,290","32,947","32,498","34,246","36,520","38,253","38,064","39,359","40,664","40,976","40,792","42,129","42,308","41,865","40,781","40,719","39,490","39,076","38,298","37,158","35,961","34,668","34,423","33,637","32,674","33,515","33,812","34,968","36,384","39,617","30,617","29,616","30,667","30,401","28,619","27,411","28,426","28,456","28,237","27,983","27,713","27,400","26,645","26,330","27,203","26,822","26,478","25,821","24,645","24,502","24,604","23,394","23,042","22,034","22,491","22,377","22,768","15,474","14,061","14,049","14,465","14,354","13,349","11,868","10,560","9,410","8,534","7,453","6,165","20,170",
1998,"2,638,079","28,040","28,849","28,447","28,977","30,160","30,868","32,086","31,897","30,931","30,916","31,840","31,782","31,988","32,027","30,402","30,561","31,104","32,045","31,619","31,745","30,592","29,911","31,801","32,005","31,753","33,791","36,231","38,034","37,949","39,240","40,582","40,931","40,816","42,126","42,272","41,873","40,830","40,661","39,475","39,037","38,325","37,138","35,966","34,647","34,420","33,607","32,625","33,468","33,800","34,888","36,274","39,523","30,546","29,594","30,604","30,300","28,500","27,296","28,329","28,310","28,044","27,751","27,533","27,155","26,410","26,004","26,845","26,413","26,074","25,315","24,038","23,845","23,988","22,743","22,328","21,206","21,573","21,422","21,650","14,649","13,257","13,132","13,453","13,265","12,221","10,770","9,444","8,330","7,479","6,502","20,886",
1999,"2,635,415","27,451","27,956","28,685","28,420","28,893","30,044","30,812","32,031","31,856","30,952","30,845","31,798","31,707","31,966","32,051","30,393","30,447","30,957","31,989","33,260","32,307","30,631","29,633","30,965","31,320","31,389","33,615","36,174","37,985","37,906","39,317","40,619","40,898","40,868","42,146","42,221","41,964","40,860","40,570","39,371","39,050","38,297","37,119","35,916","34,653","34,379","33,583","32,581","33,452","33,779","34,826","36,164","39,415","30,508","29,522","30,497","30,202","28,385","27,216","28,192","28,147","27,830","27,533","27,272","26,898","26,106","25,641","26,473","25,949","25,598","24,767","23,416","23,133","23,262","21,993","21,547","20,351","20,670","20,372","20,521","13,794","12,350","12,160","12,398","12,093","11,075","9,601","8,294","7,167","6,425","21,571",
2000,"2,631,014","25,835","27,230","27,846","28,499","28,347","28,808","29,925","30,679","31,914","31,833","30,956","30,856","31,767","31,702","31,927","32,125","30,393","30,378","30,918","33,319","33,887","32,352","30,242","28,822","30,322","30,983","31,176","33,483","36,013","37,993","37,880","39,326","40,565","40,886","40,933","42,080","42,229","42,018","40,871","40,533","39,310","39,031","38,263","37,125","35,900","34,615","34,360","33,556","32,547","33,389","33,714","34,744","36,093","39,316","30,417","29,434","30,390","30,078","28,254","27,065","28,073","27,949","27,571","27,251","27,062","26,613","25,824","25,291","26,024","25,478","25,072","24,179","22,762","22,410","22,495","21,238","20,724","19,434","19,693","19,257","19,297","12,885","11,415","11,189","11,355","10,926","9,976","8,445","7,190","6,132","22,352",
2001,"2,630,467","25,682","25,618","27,064","27,742","28,383","28,336","28,769","29,871","30,623","31,859","31,848","31,026","30,845","31,752","31,713","31,960","32,125","30,324","30,180","31,883","33,931","33,983","32,109","29,512","28,151","30,133","30,818","31,180","33,509","36,124","38,051","37,895","39,509","40,615","40,985","40,997","42,137","42,356","42,155","40,897","40,538","39,238","39,094","38,296","37,164","35,887","34,601","34,366","33,566","32,563","33,331","33,670","34,658","36,024","39,262","30,356","29,402","30,316","29,922","28,163","26,942","27,873","27,759","27,352","27,003","26,785","26,357","25,535","24,952","25,580","25,004","24,546","23,626","22,103","21,659","21,741","20,487","19,951","18,564","18,679","18,253","18,129","12,064","10,490","10,220","10,262","9,843","8,960","7,411","6,252","23,018",
2002,"2,630,365","25,083","25,796","25,762","27,208","27,870","28,506","28,374","28,842","29,952","30,726","32,099","32,004","31,012","30,851","31,770","31,625","31,872","31,874","30,198","31,312","32,825","34,385","33,950","31,413","29,016","27,946","30,129","30,843","31,241","33,536","36,221","38,131","38,014","39,630","40,654","40,982","41,053","42,174","42,390","42,123","40,887","40,503","39,140","39,028","38,231","37,144","35,876","34,616","34,261","33,552","32,546","33,334","33,611","34,590","35,954","39,209","30,259","29,286","30,219","29,821","27,988","26,754","27,669","27,497","27,127","26,740","26,461","25,948","25,173","24,472","25,087","24,493","23,951","22,960","21,389","20,922","20,941","19,601","18,993","17,645","17,601","17,204","16,899","11,137","9,643","9,244","9,232","8,719","7,849","6,401","23,166",
2003,"2,630,412","25,319","25,139","25,898","25,916","27,304","27,901","28,640","28,520","28,966","30,040","30,815","32,167","31,978","31,059","30,841","31,781","31,521","31,647","31,632","31,222","32,094","33,528","34,440","33,265","30,951","28,795","27,930","30,155","30,839","31,400","33,698","36,288","38,208","38,104","39,694","40,659","41,037","41,105","42,228","42,421","42,172","40,913","40,449","39,087","39,002","38,178","37,084","35,867","34,584","34,197","33,534","32,547","33,293","33,550","34,575","35,890","39,127","30,157","29,140","30,105","29,711","27,838","26,561","27,428","27,272","26,867","26,438","26,134","25,574","24,728","24,039","24,574","23,893","23,263","22,226","20,687","20,119","20,086","18,725","17,983","16,652","16,490","16,042","15,623","10,198","8,726","8,252","8,162","7,598","6,735","23,192",
2004,"2,637,697","25,999","25,436","25,255","26,055","26,118","27,434","28,105","28,867","28,665","29,081","30,170","30,945","32,242","32,136","31,017","30,901","31,782","31,411","31,612","33,217","32,196","32,900","33,760","34,029","32,934","30,931","28,972","28,179","30,320","31,124","31,578","33,855","36,546","38,497","38,295","39,830","40,799","41,157","41,210","42,363","42,494","42,260","40,967","40,477","39,068","39,043","38,139","37,145","35,889","34,601","34,232","33,626","32,536","33,279","33,544","34,620","35,895","39,126","30,067","29,085","29,947","29,653","27,718","26,385","27,224","27,026","26,574","26,152","25,741","25,181","24,321","23,495","23,983","23,236","22,591","21,532","19,893","19,340","19,140","17,747","17,034","15,632","15,391","14,870","14,335","9,300","7,841","7,308","7,097","6,599","23,395",
2005,"2,648,926","26,409","26,133","25,563","25,376","26,253","26,274","27,584","28,297","29,025","28,835","29,248","30,331","31,036","32,173","31,906","30,886","30,967","31,888","31,676","33,616","34,431","33,375","33,632","33,982","34,056","33,187","31,155","29,269","28,416","30,587","31,381","31,768","34,109","36,804","38,785","38,408","39,975","41,030","41,242","41,346","42,500","42,641","42,352","41,034","40,564","39,099","39,090","38,141","37,154","35,952","34,593","34,251","33,603","32,563","33,293","33,473","34,588","35,851","39,022","29,996","28,995","29,747","29,465","27,557","26,175","26,954","26,696","26,264","25,797","25,329","24,763","23,812","22,994","23,407","22,533","21,870","20,737","19,083","18,487","18,257","16,781","16,014","14,582","14,198","13,677","13,111","8,432","6,966","6,373","6,109","23,587",
